Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: 0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:41020002


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
41020002;1;01/06/1986;;1;1;709;568;643,067;2;4;1;1;1;;0;656;709;629;568;609;642;642;649;642;649;635;622;642;649;635;642;649;642;642;642;649;656;649;635;649;642;649;656;656;656;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
41020002;1;01/07/1986;;1;1;798;542;639,806;19;25;1;1;1;;0;662;635;662;629;629;629;629;649;635;635;642;689;622;609;615;622;615;629;798;764;682;622;629;602;542;682;609;615;615;622;615;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
41020002;1;01/08/1986;;1;1;716;595;661,806;20;4;1;1;1;;0;622;689;622;595;629;635;642;635;696;649;629;615;635;635;629;676;703;615;709;716;709;703;689;696;716;716;716;602;615;689;689;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
41020002;1;01/09/1986;;1;1;730;595;695,267;20;1;1;1;1;;0;595;662;669;676;682;689;689;696;696;676;689;689;703;696;703;696;703;716;709;730;723;716;730;730;716;723;703;689;682;682;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
41020002;1;01/10/1986;;1;1;812;703;758,581;19;14;1;1;1;;0;709;730;730;750;743;743;743;750;743;743;757;737;730;703;703;771;778;757;812;778;778;778;771;785;792;785;792;785;798;792;750;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
41020002;1;01/11/1986;;1;1;785;622;688,1;21;11;1;1;1;;0;757;750;750;682;669;709;662;676;669;669;622;622;669;662;676;669;669;662;676;709;785;730;689;689;689;696;730;709;662;635;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
41020002;1;01/12/1986;;1;1;968;615;794,484;14;3;1;1;1;;0;629;629;615;615;635;635;642;622;629;629;615;743;854;968;925;882;889;910;910;910;961;918;882;882;954;939;889;889;805;826;798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
41020002;1;01/01/1987;;1;1;968;588;758;11;6;1;1;1;;0;642;689;696;649;778;588;588;896;932;946;968;792;798;764;785;785;709;785;785;778;792;778;771;709;764;750;696;716;689;709;771;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
41020002;1;01/02/1987;;1;1;946;602;835,643;25;9;1;1;1;;0;757;764;757;750;757;764;771;609;602;778;771;903;903;903;785;792;896;896;910;882;925;889;939;925;946;939;946;939;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
41020002;1;01/03/1987;;1;1;954;523;858,935;2;28;1;1;1;;0;946;954;954;946;932;861;946;939;918;939;939;932;932;932;932;939;946;954;946;954;954;946;939;946;932;536;529;523;529;523;529;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
41020002;1;01/04/1987;;1;1;602;523;564,767;28;9;1;1;1;;0;529;529;536;536;529;542;536;529;523;529;582;582;582;582;582;582;575;582;582;575;582;575;582;575;582;582;575;602;582;582;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
41020002;1;01/05/1987;;1;1;716;575;649,71;29;3;1;1;1;;0;582;582;575;582;588;595;609;588;669;635;662;669;669;662;669;669;662;662;629;682;669;696;689;696;689;622;649;703;716;716;656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
41020002;1;01/06/1987;;1;1;696;622;661,233;1;9;1;1;1;;0;696;696;689;662;649;662;662;662;622;649;649;656;662;656;662;656;662;662;669;669;662;669;656;656;656;656;656;656;656;662;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
41020002;1;01/07/1987;;1;1;676;656;662,935;14;4;1;1;1;;0;662;662;662;656;656;656;662;662;662;662;662;662;669;676;669;662;656;656;656;656;662;656;662;662;669;669;669;669;669;669;669;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
41020002;1;01/08/1987;;1;1;716;649;695,806;19;14;1;1;1;;0;689;689;696;696;696;696;696;696;696;696;696;689;703;649;696;703;703;703;716;703;696;696;696;696;703;696;689;703;696;689;703;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
41020002;1;01/09/1987;;1;1;757;629;676,233;14;24;1;1;1;;0;662;703;696;696;696;696;689;682;696;696;689;696;669;757;682;696;689;696;696;696;709;649;642;629;629;635;629;629;629;629;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
41020002;1;01/10/1987;;1;1;642;536;617,387;5;21;1;1;1;;0;629;629;635;622;642;629;642;635;642;642;635;629;635;635;622;635;629;635;622;588;536;602;635;595;602;588;588;602;582;595;602;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
41020002;1;01/11/1987;;1;1;656;517;583,533;5;20;1;1;1;;0;635;629;635;649;656;642;595;602;609;595;595;595;549;542;542;555;542;536;542;517;588;595;588;588;588;595;595;529;536;542;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
41020002;1;01/12/1987;;1;1;568;529;547,29;4;17;1;1;1;;0;542;549;549;568;555;568;562;555;549;549;549;542;536;542;555;536;529;549;562;549;549;549;542;542;542;536;536;542;542;542;549;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
41020002;1;01/01/1988;;1;1;549;430;529,71;1;14;1;1;1;;0;549;549;542;549;542;542;542;536;549;536;529;529;523;430;473;529;523;536;542;542;529;529;542;517;523;529;536;529;536;517;542;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
41020002;1;01/02/1988;;1;1;529;370;423,759;1;6;1;1;1;;0;529;517;529;491;430;370;479;406;442;424;424;430;430;430;430;454;454;418;382;394;382;394;382;382;376;370;388;376;376;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
41020002;1;01/03/1988;;1;1;529;335;372,323;6;12;1;1;1;;0;382;382;382;370;364;529;442;358;364;358;353;335;347;358;358;370;358;364;370;376;370;358;358;358;370;364;370;358;370;370;376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
41020002;1;01/04/1988;;1;1;730;347;408,9;20;24;1;1;1;;0;370;370;370;382;370;555;479;364;358;353;370;370;370;358;370;473;504;485;689;730;370;370;358;347;358;358;358;358;347;353;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
41020002;1;01/05/1988;;1;1;662;353;391,323;10;14;1;1;1;;0;562;370;370;376;364;364;364;364;460;662;370;388;358;353;353;358;358;358;364;370;364;353;364;376;376;376;376;406;400;406;448;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
41020002;1;01/06/1988;;1;1;575;504;527,7;27;2;1;1;1;;0;510;504;517;523;510;517;517;517;510;517;510;517;517;517;523;529;517;529;523;529;517;517;517;504;562;568;575;568;575;575;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
41020002;1;01/07/1988;;1;1;609;562;578,258;17;15;1;1;1;;0;575;582;575;582;575;575;575;575;575;575;568;575;568;575;562;575;609;582;582;568;568;575;582;582;575;582;588;595;588;575;588;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
41020002;1;01/08/1988;;1;1;716;582;648,903;21;11;1;1;1;;0;609;609;602;635;629;642;689;602;588;588;582;656;669;656;656;662;635;662;676;682;716;669;669;669;676;669;656;656;689;662;656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
41020002;1;01/09/1988;;1;1;703;609;658,3;22;11;1;1;1;;0;642;642;629;642;656;649;656;662;682;676;609;649;669;656;656;662;676;622;676;676;662;703;662;662;689;676;662;622;635;689;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
41020002;1;01/10/1988;;1;1;709;602;670,613;14;1;1;1;1;;0;602;662;662;642;669;656;662;635;689;662;682;662;649;709;649;689;669;669;676;676;689;689;689;662;689;662;703;682;682;682;689;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
41020002;1;01/11/1988;;1;1;709;649;663,5;27;12;1;1;1;;0;669;669;662;656;656;676;676;656;662;662;656;649;649;662;662;676;669;662;649;649;656;662;656;676;676;676;709;662;649;656;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
41020002;1;01/12/1988;;1;1;582;412;508,419;11;26;1;1;1;;0;555;555;568;555;562;529;536;542;536;549;582;562;555;562;562;555;536;549;485;491;473;485;467;430;436;412;418;436;424;430;424;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
41020002;1;01/01/1989;;1;1;542;347;417,677;30;8;1;1;1;;0;430;406;376;376;370;376;370;347;394;347;353;364;370;376;364;364;364;370;388;406;394;382;406;510;517;536;536;536;536;542;542;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
41020002;1;01/02/1989;;1;1;536;231;384,536;1;16;1;1;1;;0;536;436;412;436;418;436;418;382;382;382;382;394;382;376;291;231;231;259;245;296;394;485;485;400;400;418;424;436;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
41020002;1;01/03/1989;;1;1;703;286;412,097;28;15;1;1;1;;0;436;442;406;394;400;364;388;353;318;312;358;370;382;329;286;301;358;353;335;388;430;430;442;436;442;448;491;703;696;542;442;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
41020002;1;01/04/1989;;1;1;588;394;466,767;21;5;1;1;1;;0;436;442;448;400;394;406;436;454;454;491;575;504;454;448;448;454;460;460;454;510;588;517;448;442;430;442;418;517;582;491;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
41020002;1;01/05/1989;;1;1;536;436;464,645;24;1;1;1;1;;0;436;454;454;467;479;467;460;504;485;442;448;448;448;448;454;454;454;467;467;467;473;454;454;536;510;460;460;460;460;467;467;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
41020002;1;01/06/1989;;1;1;812;430;497,233;25;10;1;1;1;;0;716;485;479;479;485;448;454;454;467;430;430;430;497;656;448;454;479;568;485;473;504;479;485;467;812;467;467;479;467;473;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
41020002;1;01/07/1989;;1;1;997;454;521,742;26;9;1;1;1;;0;588;709;460;467;479;536;497;602;454;454;467;491;497;491;497;798;473;460;460;454;479;467;467;473;568;997;491;485;467;473;473;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
41020002;1;01/08/1989;;1;1;764;436;469,968;13;31;1;1;1;;0;460;454;467;460;467;454;454;454;460;460;473;467;764;454;454;467;491;473;467;460;454;504;473;448;448;448;448;454;448;448;436;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
41020002;1;01/09/1989;;1;1;448;418;433,4;16;22;1;1;1;;0;442;424;430;442;430;436;430;430;436;436;442;442;442;436;442;448;442;448;448;442;424;418;424;424;418;418;424;424;430;430;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
41020002;1;01/10/1989;;1;1;442;418;429,806;1;14;1;1;1;;0;442;442;436;442;442;442;442;442;436;424;424;436;424;418;424;436;430;430;424;424;424;424;424;424;430;424;418;424;418;424;430;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
41020002;1;01/11/1989;;1;1;448;358;418,8;28;15;1;1;1;;0;424;424;424;424;424;424;430;418;418;418;430;424;424;394;358;400;430;442;418;406;400;430;418;424;436;430;442;448;406;376;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
41020002;1;01/12/1989;;1;1;436;227;369,032;2;31;1;1;1;;0;394;436;436;430;424;406;394;424;424;430;430;394;353;335;335;370;364;335;324;324;324;324;406;394;400;364;335;341;318;245;227;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
41020002;1;01/01/1990;;1;1;491;218;328,29;24;2;1;1;1;;0;222;218;227;227;227;222;222;286;382;324;291;286;312;353;370;341;324;318;329;329;329;329;329;491;491;370;370;353;347;491;467;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
41020002;1;01/02/1990;;1;1;517;213;299,571;7;27;1;1;1;;0;347;341;335;335;341;424;517;241;250;394;275;275;275;250;222;218;286;329;301;329;430;241;307;250;231;218;213;213;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
41020002;1;01/03/1990;;1;1;536;210;296,935;12;1;1;1;1;;0;210;245;296;296;275;275;280;291;286;286;296;536;418;280;364;454;296;291;291;291;254;454;245;241;236;236;231;231;231;236;353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
41020002;1;01/04/1990;;1;1;454;236;296,8;1;2;1;1;1;;0;454;236;250;270;282;270;274;274;278;365;421;278;278;278;278;266;266;266;270;266;266;266;415;380;270;294;391;266;266;270;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
41020002;1;01/05/1990;;1;1;439;270;326,613;10;1;1;1;1;;0;270;282;290;290;290;290;290;290;365;439;326;439;345;294;409;391;294;294;294;294;299;409;439;340;290;294;294;294;294;299;397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
41020002;1;01/06/1990;;1;1;445;294;365,767;1;4;1;1;1;;0;445;335;299;294;433;439;312;294;433;385;299;365;427;294;299;299;294;294;299;294;294;340;439;433;439;439;439;439;439;439;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
41020002;1;01/07/1990;;1;1;403;294;361,161;28;1;1;1;1;;0;294;299;299;317;335;350;385;385;391;385;385;385;365;340;335;370;350;345;350;355;360;355;340;355;360;397;397;403;403;403;403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
41020002;1;01/08/1990;;1;1;415;355;379,613;6;11;1;1;1;;0;409;409;409;409;409;415;403;365;360;360;355;360;380;409;370;370;365;370;370;365;370;370;370;370;370;370;391;375;375;375;370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
41020002;1;01/09/1990;;1;1;475;355;387,733;16;26;1;1;1;;0;370;375;365;375;370;375;375;375;380;391;365;360;360;391;469;475;475;463;433;439;421;365;365;365;360;355;355;355;355;355;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
41020002;1;01/10/1990;;1;1;481;345;416,032;9;14;1;1;1;;0;355;355;355;360;360;433;475;469;481;475;481;475;457;345;350;345;345;415;451;457;463;469;463;463;469;451;375;375;375;380;375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
41020002;1;01/11/1990;;1;1;469;355;383,667;17;13;1;1;1;;0;365;385;375;365;375;365;365;365;365;365;370;370;355;355;355;380;469;469;469;469;469;370;365;370;365;370;375;355;360;360;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
41020002;1;01/12/1990;;1;1;421;360;371,774;28;2;1;1;1;;0;370;360;360;380;409;365;365;365;365;360;360;370;365;360;365;365;370;370;365;365;375;380;380;380;375;380;370;421;380;365;365;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
41020002;1;01/01/1991;;1;1;370;217;266,355;3;30;1;1;1;;0;365;365;370;360;262;254;250;239;258;250;270;270;294;254;262;239;239;232;228;254;250;250;254;274;282;258;282;235;220;217;220;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
41020002;1;01/02/1991;;1;1;380;210;270,75;9;3;1;1;1;;0;228;213;210;258;299;274;270;326;380;375;304;266;266;274;274;246;270;262;266;235;266;299;270;274;266;232;235;243;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
41020002;1;01/03/1991;;1;1;1410;239;625,032;30;1;1;1;1;;0;239;266;278;274;294;290;299;294;617;637;523;644;630;617;604;380;360;365;380;433;427;370;523;714;968;1230;1230;1320;1400;1410;1360;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
41020002;1;01/04/1991;;1;1;1880;481;1109,9;3;25;1;1;1;;0;1250;1610;1880;1310;1510;1060;637;912;1380;1390;1410;1410;1410;1450;1450;1460;1370;1210;1050;912;838;770;630;541;481;499;735;822;800;1110;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
41020002;1;01/05/1991;;1;1;1550;286;605,032;1;23;1;1;1;;0;1550;968;749;665;658;658;658;658;658;658;658;658;651;644;658;651;658;523;523;523;523;294;286;445;457;451;445;451;457;463;457;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
41020002;1;01/06/1991;;1;1;572;457;474,433;27;3;1;1;1;;0;469;463;457;457;457;457;457;463;463;505;463;463;463;463;463;481;469;463;475;475;475;469;463;469;463;511;572;559;469;457;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
41020002;1;01/07/1991;;1;1;493;445;476,935;29;11;1;1;1;;0;463;463;469;469;469;463;463;475;475;475;445;481;475;481;481;481;481;487;487;487;487;475;481;481;481;481;487;481;493;481;487;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
41020002;1;01/08/1991;;1;1;598;481;522,355;7;5;1;1;1;;0;487;487;487;487;481;535;598;523;523;535;523;523;529;523;529;529;529;517;529;529;535;584;529;529;523;535;499;499;505;529;523;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
41020002;1;01/09/1991;;1;1;693;529;570,433;20;6;1;1;1;;0;535;541;541;559;617;529;535;547;541;541;541;547;541;541;541;541;541;672;686;693;637;630;651;547;553;553;547;565;547;553;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
41020002;1;01/10/1991;;1;1;686;511;593,226;9;20;1;1;1;;0;547;547;591;565;559;584;565;679;686;686;686;610;610;644;637;553;553;553;553;511;553;553;553;553;591;578;523;572;658;658;679;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
41020002;1;01/11/1991;;1;1;714;523;647,667;28;10;1;1;1;;0;572;529;535;624;700;700;700;700;700;523;630;707;700;707;547;644;535;610;707;707;707;707;707;535;651;658;707;714;714;553;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
41020002;1;01/12/1991;;1;1;721;535;622,419;13;1;1;1;1;;0;535;665;572;578;565;572;572;535;572;578;644;624;721;721;721;610;565;565;565;559;565;578;672;714;700;604;721;721;630;679;672;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
41020002;1;01/01/1992;;1;1;3140;672;1652,258;30;12;1;1;1;;0;700;714;728;728;707;714;707;721;721;714;721;672;714;714;875;1030;1330;1890;2200;2480;2690;2620;2850;2530;2250;3050;3050;3060;3070;3140;3130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
41020002;1;01/02/1992;;1;1;3960;1620;3070,69;14;29;1;1;1;;0;3020;2950;2700;1970;1980;3300;3630;3650;3670;3600;3550;3560;3800;3960;3960;3950;3880;3690;3460;3280;3100;2910;2720;2540;2320;2140;2140;2000;1620;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
41020002;1;01/03/1992;;1;1;2080;493;974,29;4;29;1;1;1;;0;1430;1460;2020;2080;2070;2070;2060;1470;1200;936;822;822;808;630;630;624;637;598;644;644;651;644;617;578;637;644;565;578;493;517;624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
41020002;1;01/04/1992;;1;1;1400;487;733,367;19;7;1;1;1;;0;624;511;499;505;499;493;487;535;624;624;617;617;610;610;624;778;882;1120;1400;1110;898;905;905;912;905;890;800;749;651;617;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
41020002;1;01/05/1992;;1;1;860;517;654,129;13;30;1;1;1;;0;679;763;756;651;693;714;714;714;838;845;852;852;860;860;770;658;624;624;535;523;523;529;523;523;523;523;523;523;523;517;523;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
41020002;1;01/06/1992;;1;1;728;499;603,533;18;9;1;1;1;;0;523;523;523;517;523;523;529;529;499;617;591;630;630;572;617;604;672;728;728;728;630;630;630;630;630;630;630;630;630;630;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
41020002;1;01/07/1992;;1;1;651;511;606;10;22;1;1;1;;0;630;630;630;637;637;637;637;591;604;651;644;644;644;637;644;637;644;644;644;535;517;511;511;559;553;644;578;578;591;584;559;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
41020002;1;01/08/1992;;1;1;679;326;623,161;4;3;1;1;1;;0;637;345;326;679;658;665;658;651;644;651;658;651;651;651;658;630;644;651;591;644;644;658;665;610;535;559;658;651;665;665;665;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
41020002;1;01/09/1992;;1;1;808;572;655,567;7;28;1;1;1;;0;651;651;665;714;792;800;808;721;624;624;651;658;665;672;644;630;610;624;624;610;624;672;672;610;604;604;604;572;630;637;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
41020002;1;01/10/1992;;1;1;707;547;617,806;29;27;1;1;1;;0;624;617;578;598;604;610;584;617;679;665;665;598;686;610;572;617;617;553;598;610;617;624;630;610;610;565;547;610;707;686;644;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
41020002;1;01/11/1992;;1;1;1470;511;964,267;24;17;1;1;1;;0;679;679;686;700;693;721;815;815;808;672;672;658;665;665;637;651;511;651;890;1190;1450;1460;1460;1470;1470;1470;1410;1450;1440;1390;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
41020002;1;01/12/1992;;1;1;2390;1330;1915,484;21;3;1;1;1;;0;1370;1350;1330;1370;1460;1450;1770;2000;2000;2040;2140;1920;2130;1640;2060;2010;2010;2010;2070;2190;2390;2390;2280;2210;2220;2080;1930;1920;1920;1900;1820;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
41020002;1;01/01/1993;;1;1;2300;553;1218,161;16;7;1;1;1;;0;1920;1510;1380;742;665;572;553;1010;1430;936;1380;1540;1590;1450;1920;2300;2040;1010;785;763;756;756;1030;1500;1620;1490;1520;1090;868;822;815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
